date,nav
2013-10-09 00:00:00,1000000.0
2013-10-10 00:00:00,1000000.0
2013-10-11 00:00:00,1000000.0
2013-10-14 00:00:00,1000000.0
2013-10-15 00:00:00,1000000.0
2013-10-16 00:00:00,1000000.0
2013-10-17 00:00:00,1000000.0
2013-10-18 00:00:00,1000000.0
2013-10-21 00:00:00,1000000.0
2013-10-22 00:00:00,1000000.0
2013-10-23 00:00:00,1000000.0
2013-10-24 00:00:00,1000000.0
2013-10-25 00:00:00,1000000.0
2013-10-28 00:00:00,1000000.0
2013-10-29 00:00:00,1000000.0
2013-10-30 00:00:00,1000000.0
2013-10-31 00:00:00,1000000.0
2013-11-01 00:00:00,1000000.0
2013-11-04 00:00:00,1000000.0
2013-11-05 00:00:00,1000000.0
2013-11-06 00:00:00,1000000.0
2013-11-07 00:00:00,1000000.0
2013-11-08 00:00:00,1000000.0
2013-11-11 00:00:00,1000000.0
2013-11-12 00:00:00,1000000.0
2013-11-13 00:00:00,1000000.0
2013-11-14 00:00:00,1000000.0
2013-11-15 00:00:00,1000000.0
2013-11-18 00:00:00,1000000.0
2013-11-19 00:00:00,1000000.0
2013-11-20 00:00:00,1000000.0
2013-11-21 00:00:00,1000000.0
2013-11-22 00:00:00,1000000.0
2013-11-25 00:00:00,1000000.0
2013-11-26 00:00:00,1000000.0
2013-11-27 00:00:00,1000000.0
2013-11-28 00:00:00,1000000.0
2013-11-29 00:00:00,1000000.0
2013-12-02 00:00:00,1000000.0
2013-12-03 00:00:00,1000000.0
2013-12-04 00:00:00,1000000.0
2013-12-05 00:00:00,1000000.0
2013-12-06 00:00:00,1000000.0
2013-12-09 00:00:00,1000000.0
2013-12-10 00:00:00,1000000.0
2013-12-11 00:00:00,1000000.0
2013-12-12 00:00:00,1000000.0
2013-12-13 00:00:00,1000000.0
2013-12-16 00:00:00,1000000.0
2013-12-17 00:00:00,1000000.0
2013-12-18 00:00:00,1000000.0
2013-12-19 00:00:00,1000000.0
2013-12-20 00:00:00,1000000.0
2013-12-23 00:00:00,1000000.0
2013-12-24 00:00:00,1000000.0
2013-12-25 00:00:00,1000000.0
2013-12-26 00:00:00,1000000.0
2013-12-27 00:00:00,1000000.0
2013-12-30 00:00:00,1000000.0
2013-12-31 00:00:00,1000000.0
2014-01-02 00:00:00,1000000.0
2014-01-03 00:00:00,1000000.0
2014-01-06 00:00:00,1000000.0
2014-01-07 00:00:00,1000000.0
2014-01-08 00:00:00,1000000.0
2014-01-09 00:00:00,1000000.0
2014-01-10 00:00:00,1000000.0
2014-01-13 00:00:00,1000000.0
2014-01-14 00:00:00,1000000.0
2014-01-15 00:00:00,1000000.0
2014-01-16 00:00:00,1000000.0
2014-01-17 00:00:00,1000000.0
2014-01-20 00:00:00,1000000.0
2014-01-21 00:00:00,1000000.0
2014-01-22 00:00:00,1000000.0
2014-01-23 00:00:00,1000000.0
2014-01-24 00:00:00,1000000.0
2014-01-27 00:00:00,1000000.0
2014-01-28 00:00:00,1000000.0
2014-01-29 00:00:00,1000000.0
2014-01-30 00:00:00,1000000.0
2014-02-07 00:00:00,1000000.0
2014-02-10 00:00:00,1000000.0
2014-02-11 00:00:00,1000000.0
2014-02-12 00:00:00,1000000.0
2014-02-13 00:00:00,1000000.0
2014-02-14 00:00:00,1000000.0
2014-02-17 00:00:00,1000000.0
2014-02-18 00:00:00,1000000.0
2014-02-19 00:00:00,1000000.0
2014-02-20 00:00:00,1000000.0
2014-02-21 00:00:00,1000000.0
2014-02-24 00:00:00,1000000.0
2014-02-25 00:00:00,1000000.0
2014-02-26 00:00:00,1000000.0
2014-02-27 00:00:00,1000000.0
2014-02-28 00:00:00,1000000.0
2014-03-03 00:00:00,1000000.0
2014-03-04 00:00:00,1000000.0
2014-03-05 00:00:00,1000000.0
2014-03-06 00:00:00,1000000.0
2014-03-07 00:00:00,1000000.0
2014-03-10 00:00:00,1000000.0
2014-03-11 00:00:00,1000000.0
2014-03-12 00:00:00,1000000.0
2014-03-13 00:00:00,1000000.0
2014-03-14 00:00:00,1000000.0
2014-03-17 00:00:00,1000000.0
2014-03-18 00:00:00,1000000.0
2014-03-19 00:00:00,1000000.0
2014-03-20 00:00:00,1000000.0
2014-03-21 00:00:00,1000000.0
2014-03-24 00:00:00,1000000.0
2014-03-25 00:00:00,1000000.0
2014-03-26 00:00:00,1000000.0
2014-03-27 00:00:00,1000000.0
2014-03-28 00:00:00,1000000.0
2014-03-31 00:00:00,1000000.0
2014-04-01 00:00:00,1000000.0
2014-04-02 00:00:00,1000000.0
2014-04-03 00:00:00,1000000.0
2014-04-04 00:00:00,1000000.0
2014-04-08 00:00:00,1000000.0
2014-04-09 00:00:00,999940.8254600001
2014-04-10 00:00:00,999536.91546
2014-04-11 00:00:00,998325.27546
2014-04-14 00:00:00,998699.98546
2014-04-15 00:00:00,997866.49546
2014-04-16 00:00:00,998320.71562
2014-04-17 00:00:00,998395.29562
2014-04-18 00:00:00,997921.90562
2014-04-21 00:00:00,996772.40562
2014-04-22 00:00:00,996668.66562
2014-04-23 00:00:00,996947.05562
2014-04-24 00:00:00,995752.57562
2014-04-25 00:00:00,993791.28562
2014-04-28 00:00:00,989930.6677100001
2014-04-29 00:00:00,990715.0577100001
2014-04-30 00:00:00,990939.02771
2014-05-05 00:00:00,991791.4677100001
2014-05-06 00:00:00,991974.88771
2014-05-07 00:00:00,990722.01771
2014-05-08 00:00:00,990692.75771
2014-05-09 00:00:00,990374.4677100001
2014-05-12 00:00:00,992827.5243000002
2014-05-13 00:00:00,992904.9443000001
2014-05-14 00:00:00,992209.5843000002
2014-05-15 00:00:00,990156.4758600001
2014-05-16 00:00:00,989512.7058600001
2014-05-19 00:00:00,988450.2658600002
2014-05-20 00:00:00,989521.6658600001
2014-05-21 00:00:00,991194.5758600002
2014-05-22 00:00:00,990115.6773600001
2014-05-23 00:00:00,995058.4722600002
2014-05-26 00:00:00,999307.9970600002
2014-05-27 00:00:00,996642.73706
2014-05-28 00:00:00,1000451.8670600001
2014-05-29 00:00:00,994396.9470600002
2014-05-30 00:00:00,995478.4870600002
2014-06-03 00:00:00,995639.73706
2014-06-04 00:00:00,992805.48706
2014-06-05 00:00:00,1001736.9570599999
2014-06-06 00:00:00,1000931.1370600003
2014-06-09 00:00:00,1000370.3970600001
2014-06-10 00:00:00,1005484.0687199999
2014-06-11 00:00:00,1007058.3787200002
2014-06-12 00:00:00,1002365.98872
2014-06-13 00:00:00,1010839.2887200001
2014-06-16 00:00:00,1012961.4987200003
2014-06-17 00:00:00,1007157.7087200002
2014-06-18 00:00:00,1006931.17872
2014-06-19 00:00:00,988793.2581399999
2014-06-20 00:00:00,996487.62814
2014-06-23 00:00:00,1000625.79814
2014-06-24 00:00:00,1006298.9881400003
2014-06-25 00:00:00,1006966.8281399998
2014-06-26 00:00:00,1017132.7388
2014-06-27 00:00:00,1024391.7188
2014-06-30 00:00:00,1028124.7287999999
2014-07-01 00:00:00,1033164.1988000001
2014-07-02 00:00:00,1035342.0288000001
2014-07-03 00:00:00,1042185.9048000003
2014-07-04 00:00:00,1040169.69
2014-07-07 00:00:00,1035014.0269600003
2014-07-08 00:00:00,1038749.9369600001
2014-07-09 00:00:00,1022737.3669599999
2014-07-10 00:00:00,1026161.62696
2014-07-11 00:00:00,1036382.7969600002
2014-07-14 00:00:00,1049279.5369600002
2014-07-15 00:00:00,1051916.95696
2014-07-16 00:00:00,1048749.59696
2014-07-17 00:00:00,1041308.98478
2014-07-18 00:00:00,1049473.20478
2014-07-21 00:00:00,1045958.7647799999
2014-07-22 00:00:00,1053806.9547800003
2014-07-23 00:00:00,1050767.7247800003
2014-07-24 00:00:00,1052040.0547800004
2014-07-25 00:00:00,1060034.16478
2014-07-28 00:00:00,1072524.99248
2014-07-29 00:00:00,1082580.94248
2014-07-30 00:00:00,1087053.8047999998
2014-07-31 00:00:00,1097803.3548000003
2014-08-01 00:00:00,1090877.8839600002
2014-08-04 00:00:00,1103380.1801999998
2014-08-05 00:00:00,1106445.61678
2014-08-06 00:00:00,1110685.1894799997
2014-08-07 00:00:00,1098743.1915600002
2014-08-08 00:00:00,1103373.67156
2014-08-11 00:00:00,1114627.3915600001
2014-08-12 00:00:00,1122903.6555599999
2014-08-13 00:00:00,1128336.17156
2014-08-14 00:00:00,1122527.14156
2014-08-15 00:00:00,1133445.2615600002
2014-08-18 00:00:00,1148676.3715599999
2014-08-19 00:00:00,1160902.95156
2014-08-20 00:00:00,1164150.81156
2014-08-21 00:00:00,1167342.2015600002
2014-08-22 00:00:00,1180203.55156
2014-08-25 00:00:00,1175599.97156
2014-08-26 00:00:00,1143183.23156
2014-08-27 00:00:00,1148847.88156
2014-08-28 00:00:00,1148624.57156
2014-08-29 00:00:00,1163621.53156
2014-09-01 00:00:00,1182553.36156
2014-09-02 00:00:00,1199077.8715599999
2014-09-03 00:00:00,1209798.63156
2014-09-04 00:00:00,1214938.58156
2014-09-05 00:00:00,1217855.3815600001
2014-09-09 00:00:00,1223456.5915599999
2014-09-10 00:00:00,1232874.26156
2014-09-11 00:00:00,1237396.1815599997
2014-09-12 00:00:00,1250848.95156
2014-09-15 00:00:00,1264187.75156
2014-09-16 00:00:00,1222422.0115599998
2014-09-17 00:00:00,1232510.94156
2014-09-18 00:00:00,1240665.4815600002
2014-09-19 00:00:00,1263365.6015599996
2014-09-22 00:00:00,1250713.5815599998
2014-09-23 00:00:00,1274076.68156
2014-09-24 00:00:00,1288848.1115599999
2014-09-25 00:00:00,1287197.3015600003
2014-09-26 00:00:00,1297853.3035700005
2014-09-29 00:00:00,1319483.5257600003
2014-09-30 00:00:00,1327127.1257599995
2014-10-08 00:00:00,1341489.2057599998
2014-10-09 00:00:00,1355350.9657599996
2014-10-10 00:00:00,1351268.7640400003
2014-10-13 00:00:00,1357647.2140400005
2014-10-14 00:00:00,1351916.04404
2014-10-15 00:00:00,1352420.29404
2014-10-16 00:00:00,1328920.0740400003
2014-10-17 00:00:00,1316033.69404
2014-10-20 00:00:00,1332472.30404
2014-10-21 00:00:00,1327918.8240400003
2014-10-22 00:00:00,1313142.67404
2014-10-23 00:00:00,1286328.92404
2014-10-24 00:00:00,1289078.0340399996
2014-10-27 00:00:00,1291410.0640400003
2014-10-28 00:00:00,1321350.1840400004
2014-10-29 00:00:00,1341174.3840400001
2014-10-30 00:00:00,1342929.1940400004
2014-10-31 00:00:00,1349123.5240399998
2014-11-03 00:00:00,1362426.7740400003
2014-11-04 00:00:00,1353721.25404
2014-11-05 00:00:00,1345753.4540400002
2014-11-06 00:00:00,1354092.21404
2014-11-07 00:00:00,1339617.31404
2014-11-10 00:00:00,1351741.7140400002
2014-11-11 00:00:00,1310577.7140399995
2014-11-12 00:00:00,1332454.2240399998
2014-11-13 00:00:00,1317312.65404
2014-11-14 00:00:00,1313043.9040400002
2014-11-17 00:00:00,1327584.4240400002
2014-11-18 00:00:00,1329408.25404
2014-11-19 00:00:00,1334677.48404
2014-11-20 00:00:00,1335015.7640400003
2014-11-21 00:00:00,1351706.2440400005
2014-11-24 00:00:00,1365794.0240399998
2014-11-25 00:00:00,1376785.9240400002
2014-11-26 00:00:00,1385031.73404
2014-11-27 00:00:00,1392095.8540400001
2014-11-28 00:00:00,1393790.22404
2014-12-01 00:00:00,1391959.22404
2014-12-02 00:00:00,1406760.6540400002
2014-12-03 00:00:00,1425339.9440400004
2014-12-04 00:00:00,1443798.1140400001
2014-12-05 00:00:00,1401822.59404
2014-12-08 00:00:00,1421342.78404
2014-12-09 00:00:00,1361436.22404
2014-12-10 00:00:00,1404741.34404
2014-12-11 00:00:00,1436426.95404
2014-12-12 00:00:00,1460356.3540399997
2014-12-15 00:00:00,1468281.28404
2014-12-16 00:00:00,1462412.2340399998
2014-12-17 00:00:00,1443466.72404
2014-12-18 00:00:00,1441514.2640400003
2014-12-19 00:00:00,1433377.52404
2014-12-22 00:00:00,1386333.31404
2014-12-23 00:00:00,1363920.6140399997
2014-12-24 00:00:00,1380009.66404
2014-12-25 00:00:00,1409659.2040400002
2014-12-26 00:00:00,1422654.48404
2014-12-29 00:00:00,1413492.0440399998
2014-12-30 00:00:00,1387401.88404
2014-12-31 00:00:00,1408649.9340399997
2015-01-05 00:00:00,1439032.8940400004
2015-01-06 00:00:00,1443322.6640400002
2015-01-07 00:00:00,1441885.4440400002
2015-01-08 00:00:00,1428998.52404
2015-01-09 00:00:00,1411554.82404
2015-01-12 00:00:00,1383583.72404
2015-01-13 00:00:00,1403350.73404
2015-01-14 00:00:00,1398799.8640399997
2015-01-15 00:00:00,1414728.2340400002
2015-01-16 00:00:00,1422546.4040400002
2015-01-19 00:00:00,1355264.7140399998
2015-01-20 00:00:00,1403105.2640400003
2015-01-21 00:00:00,1446711.6540400002
2015-01-22 00:00:00,1462573.4340400002
2015-01-23 00:00:00,1457252.3140400003
2015-01-26 00:00:00,1494479.39404
2015-01-27 00:00:00,1507094.0012699997
2015-01-28 00:00:00,1508707.3812699998
2015-01-29 00:00:00,1492336.12484
2015-01-30 00:00:00,1476702.87484
2015-02-02 00:00:00,1461580.8148399997
2015-02-03 00:00:00,1488777.4048400004
2015-02-04 00:00:00,1486257.0048399998
2015-02-05 00:00:00,1470294.0948400002
2015-02-06 00:00:00,1443992.06484
2015-02-09 00:00:00,1444378.14484
2015-02-10 00:00:00,1451799.17484
2015-02-11 00:00:00,1465160.87484
2015-02-12 00:00:00,1469735.9048399997
2015-02-13 00:00:00,1491674.26484
2015-02-16 00:00:00,1518019.3648400002
2015-02-17 00:00:00,1522545.1448400002
2015-02-25 00:00:00,1526900.8948400002
2015-02-26 00:00:00,1540805.4048399997
2015-02-27 00:00:00,1549236.36484
2015-03-02 00:00:00,1582758.44484
2015-03-03 00:00:00,1583471.6048400002
2015-03-04 00:00:00,1604495.64484
2015-03-05 00:00:00,1610403.9048400004
2015-03-06 00:00:00,1612506.03484
2015-03-09 00:00:00,1629655.5548400003
2015-03-10 00:00:00,1642721.76484
2015-03-11 00:00:00,1647956.2148400003
2015-03-12 00:00:00,1640211.7723400004
2015-03-13 00:00:00,1655376.62234
2015-03-16 00:00:00,1696516.8623399998
2015-03-17 00:00:00,1729254.28234
2015-03-18 00:00:00,1761675.93234
2015-03-19 00:00:00,1774676.30234
2015-03-20 00:00:00,1801774.76234
2015-03-23 00:00:00,1857388.5741199995
2015-03-24 00:00:00,1858221.4341200003
2015-03-25 00:00:00,1854748.7041200004
2015-03-26 00:00:00,1831549.0590599999
2015-03-27 00:00:00,1859857.7890599999
2015-03-30 00:00:00,1871373.4357999996
2015-03-31 00:00:00,1865820.4658
2015-04-01 00:00:00,1897792.6757999999
2015-04-02 00:00:00,1925756.2158
2015-04-03 00:00:00,1962729.6157999998
2015-04-07 00:00:00,1996847.61522
2015-04-08 00:00:00,1999722.2829099998
2015-04-09 00:00:00,1997088.4945200002
2015-04-10 00:00:00,2043875.9545200001
2015-04-13 00:00:00,2068848.60554
2015-04-14 00:00:00,2063227.02318
2015-04-15 00:00:00,2028363.2431800002
2015-04-16 00:00:00,2055580.2431800002
2015-04-17 00:00:00,2060595.5731799998
2015-04-20 00:00:00,2045769.67318
2015-04-21 00:00:00,2075082.10318
2015-04-22 00:00:00,2111253.09318
2015-04-23 00:00:00,2127685.06318
2015-04-24 00:00:00,2120050.04418
2015-04-27 00:00:00,2122458.51418
2015-04-28 00:00:00,2081524.9341799999
2015-04-29 00:00:00,2111032.67418
2015-04-30 00:00:00,2110737.87418
2015-05-04 00:00:00,2131027.1641799994
2015-05-05 00:00:00,2097031.313
2015-05-06 00:00:00,2080442.0029999998
2015-05-07 00:00:00,2047650.4929999998
2015-05-08 00:00:00,2071580.2629999998
2015-05-11 00:00:00,2100706.513
2015-05-12 00:00:00,2114794.533
2015-05-13 00:00:00,2135941.75475
2015-05-14 00:00:00,2138703.00475
2015-05-15 00:00:00,2129865.6747500002
2015-05-18 00:00:00,2137677.90051
2015-05-19 00:00:00,2160809.97051
2015-05-20 00:00:00,2172394.16051
2015-05-21 00:00:00,2188787.37091
2015-05-22 00:00:00,2217032.4909099997
2015-05-25 00:00:00,2242413.90091
2015-05-26 00:00:00,2263706.48681
2015-05-27 00:00:00,2305242.3112
2015-05-28 00:00:00,2295210.5712
2015-05-29 00:00:00,2297132.32168
2015-06-01 00:00:00,2320705.90168
2015-06-02 00:00:00,2335294.08168
2015-06-03 00:00:00,2337581.60688
2015-06-04 00:00:00,2343642.60688
2015-06-05 00:00:00,2351844.89688
2015-06-08 00:00:00,2360902.75688
2015-06-09 00:00:00,2360279.6568799997
2015-06-10 00:00:00,2359253.61688
2015-06-11 00:00:00,2368482.9868799997
2015-06-12 00:00:00,2376109.80688
2015-06-15 00:00:00,2369645.39688
2015-06-16 00:00:00,2350581.63688
2015-06-17 00:00:00,2358453.25688
2015-06-18 00:00:00,2347288.16688
2015-06-19 00:00:00,2321664.99688
2015-06-23 00:00:00,2327696.31688
2015-06-24 00:00:00,2337565.6768799997
2015-06-25 00:00:00,2325239.72688
2015-06-26 00:00:00,2299919.56688
2015-06-29 00:00:00,2293632.6568799997
2015-06-30 00:00:00,2309273.45688
2015-07-01 00:00:00,2295325.51688
2015-07-02 00:00:00,2274723.66688
2015-07-03 00:00:00,2254505.1768799997
2015-07-06 00:00:00,2243236.68688
2015-07-07 00:00:00,2228036.60688
2015-07-08 00:00:00,2216431.38688
2015-07-09 00:00:00,2230940.87488
2015-07-10 00:00:00,2244038.49488
2015-07-13 00:00:00,2258427.06488
2015-07-14 00:00:00,2250205.00488
2015-07-15 00:00:00,2235204.15488
2015-07-16 00:00:00,2239611.92488
2015-07-17 00:00:00,2246925.91488
2015-07-20 00:00:00,2243515.3448799998
2015-07-21 00:00:00,2241283.57488
2015-07-22 00:00:00,2239451.11488
2015-07-23 00:00:00,2246321.5948799998
2015-07-24 00:00:00,2240348.62488
2015-07-27 00:00:00,2222890.45488
2015-07-28 00:00:00,2219849.76488
2015-07-29 00:00:00,2225840.52488
2015-07-30 00:00:00,2222756.41488
2015-07-31 00:00:00,2223143.3448799998
2015-08-03 00:00:00,2231332.21488
2015-08-04 00:00:00,2237083.90488
2015-08-05 00:00:00,2232841.75488
2015-08-06 00:00:00,2233716.79488
2015-08-07 00:00:00,2239495.35488
2015-08-10 00:00:00,2249071.68488
2015-08-11 00:00:00,2247234.78488
2015-08-12 00:00:00,2245939.66488
2015-08-13 00:00:00,2249712.81488
2015-08-14 00:00:00,2251649.40488
2015-08-17 00:00:00,2257481.74488
2015-08-18 00:00:00,2241910.96488
2015-08-19 00:00:00,2238934.17488
2015-08-20 00:00:00,2229922.61488
2015-08-21 00:00:00,2208548.14488
2015-08-24 00:00:00,2186687.57488
2015-08-25 00:00:00,2167151.93488
2015-08-26 00:00:00,2156160.62488
2015-08-27 00:00:00,2165379.8048799997
2015-08-28 00:00:00,2177889.8048799997
2015-08-31 00:00:00,2167491.23488
2015-09-01 00:00:00,2159986.16488
2015-09-02 00:00:00,2154282.79488
2015-09-07 00:00:00,2156422.88488
2015-09-08 00:00:00,2165455.24488
2015-09-09 00:00:00,2173901.19488
2015-09-10 00:00:00,2168257.69488
2015-09-11 00:00:00,2169063.10088
2015-09-14 00:00:00,2149299.25958
2015-09-15 00:00:00,2130637.00958
2015-09-16 00:00:00,2158540.34958
2015-09-17 00:00:00,2150774.10539
2015-09-18 00:00:00,2164224.83379
2015-09-21 00:00:00,2184903.41266
2015-09-22 00:00:00,2190347.6693100003
2015-09-23 00:00:00,2159451.1593100005
2015-09-24 00:00:00,2190770.7430800004
2015-09-25 00:00:00,2133745.8530800003
2015-09-28 00:00:00,2159226.1278100004
2015-09-29 00:00:00,2125091.2978100004
2015-09-30 00:00:00,2141576.25747
2015-10-08 00:00:00,2220010.367470001
2015-10-09 00:00:00,2253947.56406
2015-10-12 00:00:00,2352527.1040600003
2015-10-13 00:00:00,2379130.04406
2015-10-14 00:00:00,2344327.4740599995
2015-10-15 00:00:00,2416175.664060001
2015-10-16 00:00:00,2449038.2140600006
2015-10-19 00:00:00,2447677.3740600003
2015-10-20 00:00:00,2494139.604059999
2015-10-21 00:00:00,2320865.604059999
2015-10-22 00:00:00,2406703.69406
2015-10-23 00:00:00,2490755.1440600003
2015-10-26 00:00:00,2520874.96406
2015-10-27 00:00:00,2535881.7240600004
2015-10-28 00:00:00,2495443.68406
2015-10-29 00:00:00,2524218.994060001
2015-10-30 00:00:00,2524087.374059999
2015-11-02 00:00:00,2485054.314059999
2015-11-03 00:00:00,2498782.8740600003
2015-11-04 00:00:00,2616625.984060001
2015-11-05 00:00:00,2626181.68406
2015-11-06 00:00:00,2702489.72406
2015-11-09 00:00:00,2746513.12406
2015-11-10 00:00:00,2762105.3540599993
2015-11-11 00:00:00,2815357.0951800006
2015-11-12 00:00:00,2825517.93518
2015-11-13 00:00:00,2770548.23518
2015-11-16 00:00:00,2829365.04355
2015-11-17 00:00:00,2824594.9135499997
2015-11-18 00:00:00,2776905.1190500013
2015-11-19 00:00:00,2842892.2190500004
2015-11-20 00:00:00,2877586.391139999
