timestamp,symbol,size,price,side,fees,order_id
2014-04-09 00:00:00,300365.SZ,4100.0,4.768,Buy,19.5488,0
2014-04-09 00:00:00,002672.SZ,2200.0,8.991,Buy,19.7802,1
2014-04-09 00:00:00,000799.SZ,1800.0,11.0253,Buy,19.84554,2
2014-04-16 00:00:00,002319.SZ,2600.0,7.6884,Buy,19.98984,3
2014-04-28 00:00:00,600598.SH,3900.0,5.0069,Buy,19.52691,4
2014-04-28 00:00:00,600228.SH,1900.0,10.09,Buy,19.171,5
2014-04-28 00:00:00,002163.SZ,6000.0,3.3,Buy,19.8,6
2014-05-12 00:00:00,600238.SH,3100.0,6.4284,Buy,19.928040000000003,7
2014-05-12 00:00:00,600023.SH,6700.0,2.9511,Buy,19.77237,8
2014-05-12 00:00:00,600199.SH,2600.0,7.5876,Buy,19.727760000000004,9
2014-05-12 00:00:00,600773.SH,2200.0,9.0342,Buy,19.87524,10
2014-05-15 00:00:00,600722.SH,5000.0,3.95,Buy,19.75,11
2014-05-15 00:00:00,600088.SH,1700.0,11.3143,Buy,19.234309999999997,12
2014-05-15 00:00:00,002639.SZ,5100.0,3.8992,Buy,19.88592,13
2014-05-15 00:00:00,300197.SZ,6300.0,3.1267,Buy,19.69821,14
2014-05-22 00:00:00,600871.SH,7400.0,2.69,Buy,19.906,15
2014-05-22 00:00:00,600278.SH,2600.0,7.6093,Buy,19.78418,16
2014-05-22 00:00:00,600287.SH,3800.0,5.2605,Buy,19.989900000000002,17
2014-05-22 00:00:00,600280.SH,4500.0,4.4247,Buy,19.91115,18
2014-05-22 00:00:00,600521.SH,3600.0,5.4392,Buy,19.58112,19
2014-05-22 00:00:00,300111.SZ,5800.0,3.44,Buy,19.952,20
2014-05-22 00:00:00,002239.SZ,12300.0,1.6151,Buy,19.86573,21
2014-05-22 00:00:00,000011.SZ,4100.0,4.8187,Buy,19.75667,22
2014-05-22 00:00:00,002643.SZ,5600.0,3.5525,Buy,19.894000000000002,23
2014-05-22 00:00:00,000069.SZ,5500.0,3.6345,Buy,19.98975,24
2014-05-22 00:00:00,000010.SZ,3600.0,5.53,Buy,19.908,25
2014-05-23 00:00:00,600791.SH,4400.0,4.5106,Buy,19.84664,26
2014-05-23 00:00:00,600609.SH,7200.0,2.7646,Buy,19.905120000000004,27
2014-05-23 00:00:00,000797.SZ,10600.0,1.8767,Buy,19.89302,28
2014-05-23 00:00:00,000691.SZ,5200.0,3.8116,Buy,19.82032,29
2014-05-26 00:00:00,603002.SH,5500.0,3.6247,Buy,19.93585,30
2014-05-26 00:00:00,600301.SH,3300.0,5.9875,Buy,19.75875,31
2014-05-26 00:00:00,600689.SH,3400.0,5.7605,Buy,19.585700000000003,32
2014-05-26 00:00:00,000548.SZ,4500.0,4.4322,Buy,19.944899999999997,33
2014-06-10 00:00:00,600121.SH,5800.0,3.4061,Buy,19.755380000000002,34
2014-06-10 00:00:00,000937.SZ,9600.0,2.0701,Buy,19.87296,35
2014-06-19 00:00:00,600403.SH,4700.0,4.1697,Buy,19.59759,36
2014-06-19 00:00:00,600116.SH,7700.0,2.5887,Buy,19.932989999999997,37
2014-06-26 00:00:00,002319.SZ,2600.0,8.1459,Sell,21.179339999999996,38
2014-07-03 00:00:00,000010.SZ,2800.0,6.98,Buy,19.544,39
2014-07-04 00:00:00,600773.SH,1800.0,10.6157,Buy,19.10826,40
2014-07-04 00:00:00,002639.SZ,4200.0,4.7087,Buy,19.77654,41
2014-07-07 00:00:00,600280.SH,3800.0,5.2008,Buy,19.76304,42
2014-07-17 00:00:00,002643.SZ,4700.0,4.2494,Buy,19.972179999999998,43
2014-07-28 00:00:00,600521.SH,3000.0,6.5941,Buy,19.7823,44
2014-07-30 00:00:00,002672.SZ,1800.0,10.9876,Buy,19.77768,45
2014-08-01 00:00:00,600121.SH,5800.0,3.9396,Sell,22.84968,46
2014-08-01 00:00:00,000069.SZ,4400.0,4.5139,Buy,19.86116,47
2014-08-04 00:00:00,600301.SH,2700.0,7.2088,Buy,19.463760000000004,48
2014-08-05 00:00:00,600403.SH,3900.0,5.0778,Buy,19.80342,49
2014-08-06 00:00:00,600088.SH,1500.0,13.2782,Buy,19.9173,50
2014-08-07 00:00:00,600689.SH,2800.0,7.0814,Buy,19.827920000000002,51
2014-08-12 00:00:00,600722.SH,3600.0,5.41,Buy,19.476,52
2014-08-13 00:00:00,002163.SZ,4800.0,4.13,Buy,19.824,53
2014-09-26 00:00:00,600871.SH,7400.0,4.35,Sell,32.19,54
2014-09-26 00:00:00,603002.SH,4200.0,4.6617,Buy,19.57914,55
2014-09-26 00:00:00,600023.SH,5500.0,3.5907,Buy,19.748849999999997,56
2014-09-29 00:00:00,600791.SH,4400.0,6.4824,Sell,28.522560000000002,57
2014-09-29 00:00:00,600287.SH,2500.0,7.8501,Buy,19.62525,58
2014-10-10 00:00:00,002163.SZ,10800.0,8.28,Sell,89.424,59
2014-10-10 00:00:00,000937.SZ,7700.0,2.5672,Buy,19.767440000000004,60
2014-10-10 00:00:00,000548.SZ,3400.0,5.7369,Buy,19.505460000000003,61
2014-10-10 00:00:00,300365.SZ,3300.0,5.9194,Buy,19.53402,62
2014-10-10 00:00:00,000011.SZ,3200.0,6.2272,Buy,19.92704,63
2014-10-10 00:00:00,300197.SZ,5100.0,3.8576,Buy,19.67376,64
2015-01-27 00:00:00,000797.SZ,10600.0,4.4614,Sell,47.29084,65
2015-01-27 00:00:00,000691.SZ,4000.0,4.9195,Buy,19.678,66
2015-01-27 00:00:00,000799.SZ,1300.0,15.0261,Buy,19.53393,67
2015-01-29 00:00:00,600287.SH,6300.0,12.6143,Sell,79.47009,68
2015-01-29 00:00:00,600228.SH,1500.0,12.69,Buy,19.035,69
2015-01-29 00:00:00,600609.SH,5100.0,3.9082,Buy,19.931820000000002,70
2015-01-29 00:00:00,600199.SH,1800.0,10.8564,Buy,19.541520000000002,71
2015-01-29 00:00:00,300111.SZ,4700.0,4.24,Buy,19.928,72
2015-03-12 00:00:00,600689.SH,6200.0,13.4875,Sell,83.6225,73
2015-03-23 00:00:00,002639.SZ,9300.0,9.5654,Sell,88.95822,74
2015-03-26 00:00:00,002239.SZ,12300.0,3.2622,Sell,40.12506,75
2015-03-30 00:00:00,600598.SH,3900.0,10.3994,Sell,40.557660000000006,76
2015-03-30 00:00:00,300111.SZ,10500.0,6.8,Sell,71.4,77
2015-03-30 00:00:00,002672.SZ,4000.0,18.6064,Sell,74.4256,78
2015-04-07 00:00:00,300365.SZ,7400.0,11.3717,Sell,84.15058,79
2015-04-08 00:00:00,600278.SH,2600.0,15.5191,Sell,40.34966,80
2015-04-08 00:00:00,000548.SZ,7900.0,11.3535,Sell,89.69265000000001,81
2015-04-09 00:00:00,600609.SH,12300.0,7.2893,Sell,89.65839,82
2015-04-13 00:00:00,600116.SH,7700.0,5.5196,Sell,42.50092,83
2015-04-13 00:00:00,000011.SZ,7300.0,12.3422,Sell,90.09806,84
2015-04-14 00:00:00,002643.SZ,10300.0,8.6012,Sell,88.59236,85
2015-04-24 00:00:00,600238.SH,3100.0,14.89,Sell,46.159,86
2015-05-04 00:00:00,600088.SH,3200.0,27.2625,Sell,87.24,87
2015-05-05 00:00:00,600521.SH,6600.0,12.5123,Sell,82.58117999999999,88
2015-05-13 00:00:00,600280.SH,8300.0,11.2275,Sell,93.18825,89
2015-05-18 00:00:00,300197.SZ,11400.0,7.9916,Sell,91.10424,90
2015-05-21 00:00:00,600301.SH,6000.0,14.5566,Sell,87.33959999999999,91
2015-05-26 00:00:00,603002.SH,9700.0,9.153,Sell,88.78410000000001,92
2015-05-27 00:00:00,000069.SZ,9900.0,9.3139,Sell,92.20761,93
2015-05-27 00:00:00,000010.SZ,6400.0,14.42,Sell,92.288,94
2015-05-29 00:00:00,600023.SH,12200.0,7.6016,Sell,92.73952000000001,95
2015-06-03 00:00:00,600773.SH,4000.0,22.1012,Sell,88.4048,96
2015-07-09 00:00:00,600228.SH,3400.0,8.48,Sell,28.832,97
2015-09-11 00:00:00,600755.SH,4000.0,4.9535,Buy,19.814,98
2015-09-14 00:00:00,600031.SH,3200.0,6.0647,Buy,19.407040000000002,99
2015-09-14 00:00:00,600061.SH,2700.0,7.3167,Buy,19.75509,100
2015-09-14 00:00:00,002379.SZ,5100.0,3.8932,Buy,19.85532,101
2015-09-14 00:00:00,000703.SZ,6000.0,3.3033,Buy,19.8198,102
2015-09-14 00:00:00,002685.SZ,2700.0,7.3831,Buy,19.934369999999998,103
2015-09-14 00:00:00,000552.SZ,7300.0,2.7229,Buy,19.877170000000003,104
2015-09-14 00:00:00,002486.SZ,4300.0,4.5657,Buy,19.63251,105
