date,strategy
2013-06-24 00:00:00,0.0
2013-06-25 00:00:00,0.0
2013-06-26 00:00:00,0.0
2013-06-27 00:00:00,0.0
2013-06-28 00:00:00,0.0
2013-07-01 00:00:00,0.0
2013-07-02 00:00:00,0.0
2013-07-03 00:00:00,0.0
2013-07-04 00:00:00,0.0
2013-07-05 00:00:00,0.0
2013-07-08 00:00:00,0.0
2013-07-09 00:00:00,0.0
2013-07-10 00:00:00,0.0
2013-07-11 00:00:00,0.0
2013-07-12 00:00:00,0.0
2013-07-15 00:00:00,0.0
2013-07-16 00:00:00,0.0
2013-07-17 00:00:00,0.0
2013-07-18 00:00:00,0.0
2013-07-19 00:00:00,0.0
2013-07-22 00:00:00,0.0
2013-07-23 00:00:00,0.0
2013-07-24 00:00:00,0.0
2013-07-25 00:00:00,0.0
2013-07-26 00:00:00,0.0
2013-07-29 00:00:00,0.0
2013-07-30 00:00:00,0.0
2013-07-31 00:00:00,0.0
2013-08-01 00:00:00,0.0
2013-08-02 00:00:00,0.0
2013-08-05 00:00:00,0.0
2013-08-06 00:00:00,0.0
2013-08-07 00:00:00,0.0
2013-08-08 00:00:00,0.0
2013-08-09 00:00:00,0.0
2013-08-12 00:00:00,0.0
2013-08-13 00:00:00,0.0
2013-08-14 00:00:00,0.0
2013-08-15 00:00:00,0.0
2013-08-16 00:00:00,0.0
2013-08-19 00:00:00,0.0
2013-08-20 00:00:00,0.0
2013-08-21 00:00:00,0.0
2013-08-22 00:00:00,0.0
2013-08-23 00:00:00,0.0
2013-08-26 00:00:00,0.0
2013-08-27 00:00:00,0.0
2013-08-28 00:00:00,0.0
2013-08-29 00:00:00,0.0
2013-08-30 00:00:00,0.0
2013-09-02 00:00:00,0.0
2013-09-03 00:00:00,0.0
2013-09-04 00:00:00,0.0
2013-09-05 00:00:00,0.0
2013-09-06 00:00:00,0.0
2013-09-09 00:00:00,0.0
2013-09-10 00:00:00,0.0
2013-09-11 00:00:00,0.0
2013-09-12 00:00:00,0.0
2013-09-13 00:00:00,0.0
2013-09-16 00:00:00,0.0
2013-09-17 00:00:00,0.0
2013-09-18 00:00:00,0.0
2013-09-23 00:00:00,0.0
2013-09-24 00:00:00,0.0
2013-09-25 00:00:00,0.0
2013-09-26 00:00:00,0.0
2013-09-27 00:00:00,0.0
2013-09-30 00:00:00,0.0
2013-10-08 00:00:00,0.0
2013-10-09 00:00:00,0.0
2013-10-10 00:00:00,0.0
2013-10-11 00:00:00,0.0
2013-10-14 00:00:00,0.0
2013-10-15 00:00:00,0.0
2013-10-16 00:00:00,0.0
2013-10-17 00:00:00,0.0
2013-10-18 00:00:00,0.0
2013-10-21 00:00:00,0.0
2013-10-22 00:00:00,0.0
2013-10-23 00:00:00,0.0
2013-10-24 00:00:00,0.0
2013-10-25 00:00:00,0.0
2013-10-28 00:00:00,0.0
2013-10-29 00:00:00,0.0
2013-10-30 00:00:00,0.0
2013-10-31 00:00:00,0.0
2013-11-01 00:00:00,0.0
2013-11-04 00:00:00,0.0
2013-11-05 00:00:00,0.0
2013-11-06 00:00:00,0.0
2013-11-07 00:00:00,0.0
2013-11-08 00:00:00,0.0
2013-11-11 00:00:00,0.0
2013-11-12 00:00:00,0.0
2013-11-13 00:00:00,0.0
2013-11-14 00:00:00,0.0
2013-11-15 00:00:00,0.0
2013-11-18 00:00:00,0.0
2013-11-19 00:00:00,0.0
2013-11-20 00:00:00,0.0
2013-11-21 00:00:00,0.0
2013-11-22 00:00:00,0.0
2013-11-25 00:00:00,0.0
2013-11-26 00:00:00,0.0
2013-11-27 00:00:00,0.0
2013-11-28 00:00:00,0.0
2013-11-29 00:00:00,0.0
2013-12-02 00:00:00,0.0
2013-12-03 00:00:00,0.0
2013-12-04 00:00:00,0.0
2013-12-05 00:00:00,0.0
2013-12-06 00:00:00,0.0
2013-12-09 00:00:00,0.0
2013-12-10 00:00:00,0.0
2013-12-11 00:00:00,0.0
2013-12-12 00:00:00,0.0
2013-12-13 00:00:00,0.0
2013-12-16 00:00:00,0.0
2013-12-17 00:00:00,0.0
2013-12-18 00:00:00,0.0
2013-12-19 00:00:00,0.0
2013-12-20 00:00:00,0.0
2013-12-23 00:00:00,0.0
2013-12-24 00:00:00,0.0
2013-12-25 00:00:00,0.0
2013-12-26 00:00:00,0.0
2013-12-27 00:00:00,0.0
2013-12-30 00:00:00,0.0
2013-12-31 00:00:00,0.0
2014-01-02 00:00:00,0.0
2014-01-03 00:00:00,0.0
2014-01-06 00:00:00,0.0
2014-01-07 00:00:00,0.0
2014-01-08 00:00:00,0.0
2014-01-09 00:00:00,0.0
2014-01-10 00:00:00,0.0
2014-01-13 00:00:00,0.0
2014-01-14 00:00:00,0.0
2014-01-15 00:00:00,0.0
2014-01-16 00:00:00,0.0
2014-01-17 00:00:00,0.0
2014-01-20 00:00:00,0.0
2014-01-21 00:00:00,0.0
2014-01-22 00:00:00,0.0
2014-01-23 00:00:00,0.0
2014-01-24 00:00:00,0.0
2014-01-27 00:00:00,0.0
2014-01-28 00:00:00,0.0
2014-01-29 00:00:00,0.0
2014-01-30 00:00:00,0.0
2014-02-07 00:00:00,0.0
2014-02-10 00:00:00,0.0
2014-02-11 00:00:00,0.0
2014-02-12 00:00:00,0.0
2014-02-13 00:00:00,0.0
2014-02-14 00:00:00,0.0
2014-02-17 00:00:00,0.0
2014-02-18 00:00:00,0.0
2014-02-19 00:00:00,0.0
2014-02-20 00:00:00,0.0
2014-02-21 00:00:00,0.0
2014-02-24 00:00:00,0.0
2014-02-25 00:00:00,0.0
2014-02-26 00:00:00,0.0
2014-02-27 00:00:00,0.0
2014-02-28 00:00:00,0.0
2014-03-03 00:00:00,0.0
2014-03-04 00:00:00,0.0
2014-03-05 00:00:00,0.0
2014-03-06 00:00:00,0.0
2014-03-07 00:00:00,0.0
2014-03-10 00:00:00,0.0
2014-03-11 00:00:00,0.0
2014-03-12 00:00:00,0.0
2014-03-13 00:00:00,0.0
2014-03-14 00:00:00,0.0
2014-03-17 00:00:00,0.0
2014-03-18 00:00:00,0.0
2014-03-19 00:00:00,0.0
2014-03-20 00:00:00,0.0
2014-03-21 00:00:00,0.0
2014-03-24 00:00:00,0.0
2014-03-25 00:00:00,0.0
2014-03-26 00:00:00,0.0
2014-03-27 00:00:00,0.0
2014-03-28 00:00:00,0.0
2014-03-31 00:00:00,0.0
2014-04-01 00:00:00,0.0
2014-04-02 00:00:00,0.0
2014-04-03 00:00:00,0.0
2014-04-04 00:00:00,0.0
2014-04-08 00:00:00,0.0
2014-04-09 00:00:00,-5.917453999992883e-05
2014-04-10 00:00:00,-0.0004039339026029598
2014-04-11 00:00:00,-0.0012122013517054109
2014-04-14 00:00:00,0.0003753385887452776
2014-04-15 00:00:00,-0.0008345749595821683
2014-04-16 00:00:00,0.000455191312732417
2014-04-17 00:00:00,7.470545169807608e-05
2014-04-18 00:00:00,-0.00047415087198110495
2014-04-21 00:00:00,-0.0011518937439155552
2014-04-22 00:00:00,-0.00010407591483785339
2014-04-23 00:00:00,0.0002793205100179996
2014-04-24 00:00:00,-0.0011981378482101013
2014-04-25 00:00:00,-0.001969655964764949
2014-04-28 00:00:00,-0.003884737133301952
2014-04-29 00:00:00,0.0007923686229607263
2014-04-30 00:00:00,0.00022606903797117717
2014-05-05 00:00:00,0.0008602345615249529
2014-05-06 00:00:00,0.0001849380701202108
2014-05-07 00:00:00,-0.0012630057630715896
2014-05-08 00:00:00,-2.9534016078081038e-05
2014-05-09 00:00:00,-0.00032128023297117725
2014-05-12 00:00:00,0.0024768980521803208
2014-05-13 00:00:00,7.797930466768577e-05
2014-05-14 00:00:00,-0.0007003288723576029
2014-05-15 00:00:00,-0.0020692285909015284
2014-05-16 00:00:00,-0.0006501699637331271
2014-05-19 00:00:00,-0.0010737002099195925
2014-05-20 00:00:00,0.0010839189760021295
2014-05-21 00:00:00,0.001690624932953133
2014-05-22 00:00:00,-0.0010884830549683366
2014-05-23 00:00:00,0.004992138810668401
2014-05-26 00:00:00,0.004270628227855289
2014-05-27 00:00:00,-0.002667105644947876
2014-05-28 00:00:00,0.003821961329128598
2014-05-29 00:00:00,-0.0060521852168594625
2014-05-30 00:00:00,0.001087634071280874
2014-06-03 00:00:00,0.00016198240554254895
2014-06-04 00:00:00,-0.002846662195674532
2014-06-05 00:00:00,0.008996193228593796
2014-06-06 00:00:00,-0.0008044227522209235
2014-06-09 00:00:00,-0.0005602183599235921
2014-06-10 00:00:00,0.005111778272356204
2014-06-11 00:00:00,0.0015657234649222307
2014-06-12 00:00:00,-0.004659501473950556
2014-06-13 00:00:00,0.008453299588526919
2014-06-16 00:00:00,0.002099453418245689
2014-06-17 00:00:00,-0.005729526746410252
2014-06-18 00:00:00,-0.0002249200875285018
2014-06-19 00:00:00,-0.01801306878098341
2014-06-20 00:00:00,0.0077815761147823626
2014-06-23 00:00:00,0.004152756023398041
2014-06-24 00:00:00,0.005669641948614412
2014-06-25 00:00:00,0.0006636596159497188
2014-06-26 00:00:00,0.010095576513456717
2014-06-27 00:00:00,0.007136708635063771
2014-06-30 00:00:00,0.003644123562783985
2014-07-01 00:00:00,0.004901613451008258
2014-07-02 00:00:00,0.0021079224411080233
2014-07-03 00:00:00,0.006610256137222992
2014-07-04 00:00:00,-0.0019346018696992928
2014-07-07 00:00:00,-0.0049565595782739
2014-07-08 00:00:00,0.003609525960698967
2014-07-09 00:00:00,-0.015415230779086686
2014-07-10 00:00:00,0.0033481322875474895
2014-07-11 00:00:00,0.009960584893707658
2014-07-14 00:00:00,0.012443992738812026
2014-07-15 00:00:00,0.0025135532592592824
2014-07-16 00:00:00,-0.003011036165015968
2014-07-17 00:00:00,-0.007094746163972765
2014-07-18 00:00:00,0.00784034337485795
2014-07-21 00:00:00,-0.0033487658226938333
2014-07-22 00:00:00,0.007503345508702797
2014-07-23 00:00:00,-0.0028840481515274297
2014-07-24 00:00:00,0.0012108575187408377
2014-07-25 00:00:00,0.007598674559659457
2014-07-28 00:00:00,0.011783419926462813
2014-07-29 00:00:00,0.009375958668103035
2014-07-30 00:00:00,0.0041316654898369
2014-07-31 00:00:00,0.009888700957151109
2014-08-01 00:00:00,-0.006308480302705699
2014-08-04 00:00:00,0.011460766070914286
2014-08-05 00:00:00,0.002778223349493736
2014-08-06 00:00:00,0.0038317045462548105
2014-08-07 00:00:00,-0.010751919655641151
2014-08-08 00:00:00,0.004214342382795833
2014-08-11 00:00:00,0.010199373331148287
2014-08-12 00:00:00,0.007425139614070098
2014-08-13 00:00:00,0.004837918171431088
2014-08-14 00:00:00,-0.005148314967133083
2014-08-15 00:00:00,0.009726375065485904
2014-08-18 00:00:00,0.013437887577417262
2014-08-19 00:00:00,0.010644059808939454
2014-08-20 00:00:00,0.0027977015612163925
2014-08-21 00:00:00,0.0027413888031599942
2014-08-22 00:00:00,0.011017634745674743
2014-08-25 00:00:00,-0.0039006661129895592
2014-08-26 00:00:00,-0.027574634896412542
2014-08-27 00:00:00,0.004955154907468229
2014-08-28 00:00:00,-0.00019437734410632235
2014-08-29 00:00:00,0.013056450620442472
2014-09-01 00:00:00,0.016269748785603166
2014-09-02 00:00:00,0.01397358507205193
2014-09-03 00:00:00,0.008940837166857563
2014-09-04 00:00:00,0.004248599614774307
2014-09-05 00:00:00,0.002400779796008168
2014-09-09 00:00:00,0.004599240669138416
2014-09-10 00:00:00,0.007697592268469444
2014-09-11 00:00:00,0.003667786846550003
2014-09-12 00:00:00,0.010871837331064116
2014-09-15 00:00:00,0.01066379756193947
2014-09-16 00:00:00,-0.03303760849483117
2014-09-17 00:00:00,0.008253229984892974
2014-09-18 00:00:00,0.006616200899343783
2014-09-19 00:00:00,0.018296728922816863
2014-09-22 00:00:00,-0.010014535764134358
2014-09-23 00:00:00,0.018679816342011435
2014-09-24 00:00:00,0.011593831214235628
2014-09-25 00:00:00,-0.001280841384794007
2014-09-26 00:00:00,0.008278452726000696
2014-09-29 00:00:00,0.01666615335531496
2014-09-30 00:00:00,0.005792872628399559
2014-10-08 00:00:00,0.01082193236897
2014-10-09 00:00:00,0.010333113334405564
2014-10-10 00:00:00,-0.003011914864213927
2014-10-13 00:00:00,0.004720341481830648
2014-10-14 00:00:00,-0.004221398564171919
2014-10-15 00:00:00,0.00037298913806305123
2014-10-16 00:00:00,-0.017376417747916983
2014-10-17 00:00:00,-0.009696881138099522
2014-10-20 00:00:00,0.012491025172415071
2014-10-21 00:00:00,-0.003417316807406645
2014-10-22 00:00:00,-0.011127299148487202
2014-10-23 00:00:00,-0.0204195252580629
2014-10-24 00:00:00,0.0021371749858236644
2014-10-27 00:00:00,0.0018090681389488772
2014-10-28 00:00:00,0.023184053488275014
2014-10-29 00:00:00,0.015002987277292101
2014-10-30 00:00:00,0.001308413000488562
2014-10-31 00:00:00,0.00461255144909356
2014-11-03 00:00:00,0.009860661209259325
2014-11-04 00:00:00,-0.0063897158848293945
2014-11-05 00:00:00,-0.005885849820427169
2014-11-06 00:00:00,0.006196350434744646
2014-11-07 00:00:00,-0.010689744649526767
2014-11-10 00:00:00,0.00905064444369974
2014-11-11 00:00:00,-0.030452563217104767
2014-11-12 00:00:00,0.01669226461402551
2014-11-13 00:00:00,-0.011363669930881781
2014-11-14 00:00:00,-0.003240498743337872
2014-11-17 00:00:00,0.011073902369343136
2014-11-18 00:00:00,0.001373795870886818
2014-11-19 00:00:00,0.0039635905554122886
2014-11-20 00:00:00,0.0002534544892272006
2014-11-21 00:00:00,0.012502084581751838
2014-11-24 00:00:00,0.010422220110409164
2014-11-25 00:00:00,0.008047992454591757
2014-11-26 00:00:00,0.00598917366601448
2014-11-27 00:00:00,0.005100330791262708
2014-11-28 00:00:00,0.0012171360147956722
2014-12-01 00:00:00,-0.0013136840597810506
2014-12-02 00:00:00,0.010633522695471465
2014-12-03 00:00:00,0.013207143622224082
2014-12-04 00:00:00,0.0129500124354065
2014-12-05 00:00:00,-0.02907298436797734
2014-12-08 00:00:00,0.013924864731808428
2014-12-09 00:00:00,-0.042147862340232045
2014-12-10 00:00:00,0.031808408822481704
2014-12-11 00:00:00,0.022556188108533215
2014-12-12 00:00:00,0.016658974501068347
2014-12-15 00:00:00,0.005426709705529387
2014-12-16 00:00:00,-0.003997224553493939
2014-12-17 00:00:00,-0.012954972311508661
2014-12-18 00:00:00,-0.0013526186419698938
2014-12-19 00:00:00,-0.005644578207083528
2014-12-22 00:00:00,-0.032820529979711854
2014-12-23 00:00:00,-0.016166891304578268
2014-12-24 00:00:00,0.011796177749923142
2014-12-25 00:00:00,0.021485023454981267
2014-12-26 00:00:00,0.009218738800666149
2014-12-29 00:00:00,-0.006440383172997111
2014-12-30 00:00:00,-0.01845794612711782
2014-12-31 00:00:00,0.015314992897463409
2015-01-05 00:00:00,0.02156885061774183
2015-01-06 00:00:00,0.00298100899414222
2015-01-07 00:00:00,-0.000995771795044842
2015-01-08 00:00:00,-0.008937547745743513
2015-01-09 00:00:00,-0.012206940529710164
2015-01-12 00:00:00,-0.019815808443021887
2015-01-13 00:00:00,0.01428681882891869
2015-01-14 00:00:00,-0.0032428600275137276
2015-01-15 00:00:00,0.011387168679010573
2015-01-16 00:00:00,0.005526269860094413
2015-01-19 00:00:00,-0.047296657465037306
2015-01-20 00:00:00,0.03529978276892454
2015-01-21 00:00:00,0.031078487920744413
2015-01-22 00:00:00,0.010964023104193199
2015-01-23 00:00:00,-0.0036381899712902843
2015-01-26 00:00:00,0.025546077121533894
2015-01-27 00:00:00,0.008440803720885626
2015-01-28 00:00:00,0.0010705238018600127
2015-01-29 00:00:00,-0.010851180708229102
2015-01-30 00:00:00,-0.010475689584795167
2015-02-02 00:00:00,-0.01024042158896643
2015-02-03 00:00:00,0.01860765393460495
2015-02-04 00:00:00,-0.001692932732460073
2015-02-05 00:00:00,-0.010740342987798468
2015-02-06 00:00:00,-0.0178889584691303
2015-02-09 00:00:00,0.0002673698903206123
2015-02-10 00:00:00,0.005137871980763098
2015-02-11 00:00:00,0.009203545663588386
2015-02-12 00:00:00,0.0031225444786051604
2015-02-13 00:00:00,0.014926736108000771
2015-02-16 00:00:00,0.01766142959021022
2015-02-17 00:00:00,0.0029813717168734044
2015-02-25 00:00:00,0.002860834711379212
2015-02-26 00:00:00,0.009106360502497912
2015-02-27 00:00:00,0.005471787659568683
2015-03-02 00:00:00,0.021637808639653366
2015-03-03 00:00:00,0.00045058044221790716
2015-03-04 00:00:00,0.01327718156469504
2015-03-05 00:00:00,0.0036823160093959473
2015-03-06 00:00:00,0.0013053433326146724
2015-03-09 00:00:00,0.010635321437232337
2015-03-10 00:00:00,0.008017774038933334
2015-03-11 00:00:00,0.003186449532742497
2015-03-12 00:00:00,-0.004699422490877181
2015-03-13 00:00:00,0.009245665868112152
2015-03-16 00:00:00,0.024852495465258473
2015-03-17 00:00:00,0.01929684327148129
2015-03-18 00:00:00,0.018748919884777004
2015-03-19 00:00:00,0.0073795468061663705
2015-03-20 00:00:00,0.015269522652818113
2015-03-23 00:00:00,0.030866128742847332
2015-03-24 00:00:00,0.0004484037490084525
2015-03-25 00:00:00,-0.001868846164528537
2015-03-26 00:00:00,-0.012508241687117283
2015-03-27 00:00:00,0.0154561680234373
2015-03-30 00:00:00,0.006191681325172782
2015-03-31 00:00:00,-0.0029673233005073074
2015-04-01 00:00:00,0.01713573764788312
2015-04-02 00:00:00,0.014734770745288284
2015-04-03 00:00:00,0.019199418751267183
2015-04-07 00:00:00,0.017382934024814167
2015-04-08 00:00:00,0.0014396029361924967
2015-04-09 00:00:00,-0.0013170770824071365
2015-04-10 00:00:00,0.0234278351351902
2015-04-13 00:00:00,0.012218281136275877
2015-04-14 00:00:00,-0.0027172516852834727
2015-04-15 00:00:00,-0.016897694537882257
2015-04-16 00:00:00,0.013418208051004799
2015-04-17 00:00:00,0.0024398609670623905
2015-04-20 00:00:00,-0.007194958677466223
2015-04-21 00:00:00,0.01432831387828526
2015-04-22 00:00:00,0.017431112698899298
2015-04-23 00:00:00,0.007783041291013593
2015-04-24 00:00:00,-0.003588415941872869
2015-04-27 00:00:00,0.0011360439375529552
2015-04-28 00:00:00,-0.019285927016488458
2015-04-29 00:00:00,0.014176020433608105
2015-04-30 00:00:00,-0.00013964729376569895
2015-05-04 00:00:00,0.009612415756685033
2015-05-05 00:00:00,-0.015952800485807273
2015-05-06 00:00:00,-0.007910854691181357
2015-05-07 00:00:00,-0.01576179963330615
2015-05-08 00:00:00,0.011686452391072244
2015-05-11 00:00:00,0.014059918662200577
2015-05-12 00:00:00,0.006706324711623246
2015-05-13 00:00:00,0.009999657848557497
2015-05-14 00:00:00,0.0012927552887898042
2015-05-15 00:00:00,-0.004132097808986157
2015-05-18 00:00:00,0.003667942937723989
2015-05-19 00:00:00,0.010821120429079123
2015-05-20 00:00:00,0.005361040608890644
2015-05-21 00:00:00,0.00754614917403007
2015-05-22 00:00:00,0.012904460421962582
2015-05-25 00:00:00,0.011448370785753337
2015-05-26 00:00:00,0.009495386151218366
2015-05-27 00:00:00,0.018348590964428313
2015-05-28 00:00:00,-0.004351707389397053
2015-05-29 00:00:00,0.0008372872206645621
2015-06-01 00:00:00,0.010262177662782479
2015-06-02 00:00:00,0.006286095963059735
2015-06-03 00:00:00,0.000979544811056332
2015-06-04 00:00:00,0.002592850654779877
2015-06-05 00:00:00,0.003499804098082704
2015-06-08 00:00:00,0.0038513849327463934
2015-06-09 00:00:00,-0.00026392446625944643
2015-06-10 00:00:00,-0.0004347111991618302
2015-06-11 00:00:00,0.003911987220858837
2015-06-12 00:00:00,0.003220128682472456
2015-06-15 00:00:00,-0.0027205855475544993
2015-06-16 00:00:00,-0.008044984293894775
2015-06-17 00:00:00,0.003348796687805189
2015-06-18 00:00:00,-0.0047340730486938876
2015-06-19 00:00:00,-0.010916073433820506
2015-06-23 00:00:00,0.002597842500147607
2015-06-24 00:00:00,0.004239968903344105
2015-06-25 00:00:00,-0.005272985534443442
2015-06-26 00:00:00,-0.010889268623487158
2015-06-29 00:00:00,-0.0027335347246637554
2015-06-30 00:00:00,0.006819226240559528
2015-07-01 00:00:00,-0.006039968960126818
2015-07-02 00:00:00,-0.008975567887209213
2015-07-03 00:00:00,-0.00888832797336292
2015-07-06 00:00:00,-0.0049982098580027
2015-07-07 00:00:00,-0.006775959081313454
2015-07-08 00:00:00,-0.0052087205228871225
2015-07-09 00:00:00,0.006546328519749345
2015-07-10 00:00:00,0.005870895166912415
2015-07-13 00:00:00,0.006411908722969262
2015-07-14 00:00:00,-0.003640613472915888
2015-07-15 00:00:00,-0.006666437043499562
2015-07-16 00:00:00,0.001971976470416248
2015-07-17 00:00:00,0.0032657398894642142
2015-07-20 00:00:00,-0.0015178827114032956
2015-07-21 00:00:00,-0.0009947647583925523
2015-07-22 00:00:00,-0.0008175939986079239
2015-07-23 00:00:00,0.0030679303309411043
2015-07-24 00:00:00,-0.0026590003914015448
2015-07-27 00:00:00,-0.007792613080892741
2015-07-28 00:00:00,-0.001367899166296982
2015-07-29 00:00:00,0.002698723172522177
2015-07-30 00:00:00,-0.0013855934266298053
2015-07-31 00:00:00,0.00017407665428814667
2015-08-03 00:00:00,0.003683464684749005
2015-08-04 00:00:00,0.0025776932550176657
2015-08-05 00:00:00,-0.0018962856023173602
2015-08-06 00:00:00,0.00039189521518379067
2015-08-07 00:00:00,0.0025869707445658197
2015-08-10 00:00:00,0.004276110677851053
2015-08-11 00:00:00,-0.0008167369730137652
2015-08-12 00:00:00,-0.000576317173761276
2015-08-13 00:00:00,0.0016799872494355217
2015-08-14 00:00:00,0.0008608165394226042
2015-08-17 00:00:00,0.002590252277890004
2015-08-18 00:00:00,-0.006897411257174024
2015-08-19 00:00:00,-0.0013277913559601728
2015-08-20 00:00:00,-0.004024932979766138
2015-08-21 00:00:00,-0.009585296753066963
2015-08-24 00:00:00,-0.00989816321218917
2015-08-25 00:00:00,-0.008933896284233578
2015-08-26 00:00:00,-0.005071776382216897
2015-08-27 00:00:00,0.004275738965650033
2015-08-28 00:00:00,0.005777277488137056
2015-08-31 00:00:00,-0.004774607960742472
2015-09-01 00:00:00,-0.0034625607149988413
2015-09-02 00:00:00,-0.002640465986649909
2015-09-07 00:00:00,0.0009934118236871736
2015-09-08 00:00:00,0.004188584745288937
2015-09-09 00:00:00,0.003900311502613274
2015-09-10 00:00:00,-0.0025960241492537506
2015-09-11 00:00:00,0.0003714530804626026
2015-09-14 00:00:00,-0.009111694948838345
2015-09-15 00:00:00,-0.008682946275078929
2015-09-16 00:00:00,0.013096242989555806
2015-09-17 00:00:00,-0.003597914762867971
2015-09-18 00:00:00,0.006253901033256515
2015-09-21 00:00:00,0.009554727654514261
2015-09-22 00:00:00,0.002491760788351005
2015-09-23 00:00:00,-0.014105756101145728
2015-09-24 00:00:00,0.014503492535578921
2015-09-25 00:00:00,-0.02602960176464153
2015-09-28 00:00:00,0.011941569654708495
2015-09-29 00:00:00,-0.015808825930900272
2015-09-30 00:00:00,0.007757294793399261
2015-10-08 00:00:00,0.03662447682001324
2015-10-09 00:00:00,0.015286954100432792
2015-10-12 00:00:00,0.043736394569193315
2015-10-13 00:00:00,0.011308239532751285
2015-10-14 00:00:00,-0.014628275611454189
2015-10-15 00:00:00,0.030647676485048292
2015-10-16 00:00:00,0.013601059926569903
2015-10-19 00:00:00,-0.0005556630322008926
2015-10-20 00:00:00,0.018982170809109133
2015-10-21 00:00:00,-0.06947245443596739
2015-10-22 00:00:00,0.03698537728761231
2015-10-23 00:00:00,0.034923887891745053
2015-10-26 00:00:00,0.012092645907740174
2015-10-27 00:00:00,0.005952996564268842
2015-10-28 00:00:00,-0.01594634308703413
2015-10-29 00:00:00,0.011531139806443047
2015-10-30 00:00:00,-5.2142860945014746e-05
2015-11-02 00:00:00,-0.015464226952340177
2015-11-03 00:00:00,0.005524450681954063
2015-11-04 00:00:00,0.04716020396303189
2015-11-05 00:00:00,0.00365191665075959
2015-11-06 00:00:00,0.029056649226960607
2015-11-09 00:00:00,0.016289941681577602
2015-11-10 00:00:00,0.005677100125030643
2015-11-11 00:00:00,0.01927940259111649
2015-11-12 00:00:00,0.003609076808549494
